155577501  1   0   1    323.46  17.15  22.55 0.25 120-sec   
346595564  1   1   1    472.08  10.85  28.97 0.4  120-sec   
235666667  2   1   0                              120-sec SB9
111188507  1   1   1    286.97  13.94  20.78 0.21 120-sec   
 30488153  2   1   0    286.09   9.96  20.16 0.22 120-sec   
359356597  4   1   1    459.66   8.5   26.76 1.54 120-sec   
231264957  1   1   1    170.0    7.47  13.52 0.24 120-sec   
 17104020  1   1   1    697.78  19.73  41.27 0.41 120-sec   
270247907  2   1   0    514.51  10.69  32.53 2.49 120-sec   
 79104262  1   1   1    409.95  16.19  27.78 0.42 120-sec   
388899887  1   0   1    414.65  24.72  25.36 0.66 120-sec   
242190955  1   1   1    437.8   12.09  28.22 0.33 120-sec   
441663441  4   1   1    456.37  12.7   27.43 0.46 120-sec   
 14248542  1   1   1    290.04   5.72  20.78 0.28 120-sec   
 32209429  1   0   1    472.04  14.84  41.27 0.6  120-sec   
290461077  2   1   1    434.43   8.87  27.6  0.83 120-sec   
165555303 14   0   1    320.94  12.57  22.55 0.18 120-sec   
423302930  1   1   1    264.14   6.52  19.4  0.16 120-sec SB9
175294432  2   1   1    357.87   5.02  24.58 0.56 120-sec   
274554785  3   1   1    239.61   7.88  17.64 0.32 120-sec   
220457739 25   1   1    199.63   2.97  15.3  0.08 120-sec   
 26894645  1   1   1    263.76   8.04  19.62 1.82 120-sec   
352910582  5   1   1    313.46   4.92  21.93 0.36 120-sec   
257433078  1   1   1    115.88   3.63   9.94 0.13 120-sec   
 12858196  2   1   0    560.65  11.83  34.04 0.4  120-sec   
139700730  1   1   1    474.71  12.87  27.51 0.09 120-sec   
233683095 14   1   1    246.29   3.87  18.62 0.14 120-sec   
382067256 26   1   1    276.13   2.48  19.4  0.05 120-sec   
234282954  3   1   0    771.25  20.93  41.27 0.3  120-sec   
289989020  1   0   1    227.8   11.21  15.27 0.14 120-sec   
 58680717  1   1   1    378.61   5.58  26.12 0.16 120-sec   
441622443  3   0   1    349.93  22.61  24.17 0.24 120-sec   
137730427  1   1   1    373.13   2.96  26.35 0.17 120-sec   
178650755  2   1   1   1056.49  21.53  58.33 0.41 120-sec   
233053435 13   1   1    205.16   3.97  15.65 0.15 120-sec   
300085625 23   1   1    328.65   2.46  22.97 0.09 120-sec   
 76924313  1   1   1    297.11   4.65  19.62 0.21 120-sec   
313301564  1   1   1    419.53   6.49  28.68 0.3  120-sec   
280785458  3   1   1    406.88   4.99  26.04 0.2  120-sec   
105111719  1   1   1    262.06   5.08  18.38 0.14 120-sec   
 85096807  1   0   1    295.31  24.19  20.07 0.22 120-sec   
408259329  1   1   1    274.32   4.06  20.64 0.28 120-sec   
202506847  4   1   0    738.07  14.16  47.55 0.54 120-sec SB9
339673707  6   1   0    319.86  13.52  22.32 0.15 120-sec   
377250985  1   1   1    132.88   4.22  10.89 0.09 120-sec   
356702187  1   1   1    674.69  17.42  42.68 0.55 120-sec   
 73279907  1   1   1    221.43   8.8   17.12 0.25 120-sec   
427649271  4   1   1    355.77   6.28  24.51 0.25 120-sec   
394584352  3   1   1    446.4    4.55  29.46 0.21 120-sec   
350297922 25   1   1    283.86   3.46  21.66 0.17 120-sec   
370229296  2   1   1    390.91  10.63  25.96 0.44 120-sec   
159332615  9   1   1    360.89   5.38  24.44 0.32 120-sec   
411125654  3   1   1    554.73   5.2   34.31 0.28 120-sec   
 71108907  1   0   1                              120-sec   
 63559513  1   1   1    274.31   9.25  20.49 0.15 120-sec   
405442786  1   1   1    230.16   7.2   16.86 0.41 120-sec   
349059821 24   1   1    413.32   3.99  27.43 0.13 120-sec   
255640029  9   1   1    526.76   4.84  33.02 0.2  120-sec   
183648073  3   1   0    772.32  15.85  40.7  0.88 120-sec   
 32051052 19   1   1    307.82   8.88  22.21 0.24 120-sec   
 92254406  2   1   1    477.89   6.22  30.07 0.33 120-sec   
136325159  3   0   1    414.63  23.12  28.32 0.6  120-sec   
259214713  2   1   0    737.96  19.65  46.05 2.95 120-sec   
158588517  3   1   1    304.19   4.15  21.55 0.23 120-sec   
439496950  1   1   1    300.39   8.92  21.98 0.78 120-sec   
219196118 11   1   0   1096.88 562.45  57.56 0.4  120-sec   
418466542  2   1   1    229.58   5.81  16.17 0.38 120-sec   
381319666  1   1   1    162.28   9.55  13.67 0.22 120-sec   
435909708  1   1   1    545.18   8.97  32.4  0.41 20-sec    
288240522 10   1   1    345.98   4.94  24.86 0.4  120-sec   
261205435 15   1   1    711.52   9.36  42.68 0.33 120-sec   
169385583  1   1   1    449.45  11.17  28.13 0.19 120-sec   
280726888  3   1   1    644.1   18.92  42.27 0.69 120-sec   
 32091606 19   1   0    344.77   3.48  23.03 0.16 120-sec   
368644140  1   1   1    330.13  29.33  25.96 0.33 120-sec   
175475458  1   1   1    449.15  10.98  28.04 0.14 120-sec   
257526233  2   1   1    568.4   12.25  34.45 3.69 120-sec   
229914817 14   1   1    653.14  16.29  39.24 0.49 120-sec   
 26503465  1   1   1    382.35   9.86  26.12 0.45 120-sec   
381975502 23   1   1     45.12   0.0    3.29 0.01 120-sec   
233062474 14   1   1    266.12   6.96  17.75 0.19 120-sec   
 41993482  3   1   1    246.99   3.76  17.02 0.1  120-sec   
364030170  1   1   1    244.59   6.98  18.3  0.24 120-sec   
287837391  6   0   1    432.82  23.45  27.26 0.64 120-sec   
398783158  2   1   1    459.59   6.05  28.78 0.2  120-sec   
207202125  5   1   1    731.99  13.56  41.86 0.31 120-sec   
365125818  1   1   1    247.78   5.07  16.96 0.16 120-sec   
173536738  2   1   1    316.08   6.43  21.76 0.17 120-sec   
410205387  2   1   1    506.2    7.59  32.77 0.19 120-sec   
274977079  3   1   1    898.55  20.57  45.57 3.76 120-sec   
