 35418  382145418  7.4  3.20 0.03  29.34  0.48 0 16.92  0.42 2.72 0.17
 35461  179440604  7.4  2.13 0.02  15.88  0.30 0 20.68  0.55 2.20 0.15
 35537  309790037  7.0  4.93 0.03  46.84  1.16 1 11.38  0.31 1.96 0.15
 35569  141092369  8.6  3.39 0.03  27.41  0.30 0 14.09  0.29 1.76 0.09
 35581  141093693  8.3  0.99 0.02   5.92  0.07 0 35.65  1.50 2.43 0.22
 35703  382156624  7.5 15.04 0.05 199.28  1.46 0  5.20  0.05 1.75 0.04
 35704  179445887  8.2  2.05 0.02  13.93  0.31 0 19.57  0.58 1.73 0.13
 35705  179371283  7.4  4.68 0.03  42.41  0.59 1 11.44  0.22 1.80 0.09
 35757  149105655  7.0  5.28 0.03  54.76  0.86 1 11.60  0.22 2.38 0.12
 35844  382188399  8.6  4.99 0.08  46.25  0.71 1 10.97  0.39 1.80 0.14
 35905  179638714  8.3  6.11 0.05  65.24  0.82 1 10.32  0.21 2.25 0.11
 35936  149121385  8.1  4.01 0.04  38.37  2.04 1 14.10  0.80 2.47 0.41
 35950  391949122  8.0  5.13 0.02  45.88  0.54 0 10.30  0.14 1.57 0.06
 36061  149155393  6.9  1.24 0.02   9.17  0.57 0 35.24  2.48 3.69 0.73
 36096  382189517  7.1  6.63 0.03  78.11  0.80 0 10.50  0.14 2.78 0.10
 36189  382198789  4.3  2.53 0.02  23.14  0.69 0 21.35  0.72 3.41 0.32
 36207  373604254  8.1  3.38 0.06  29.17  1.39 1 15.08  0.90 2.15 0.34
 36277  373604714  7.3  9.49 0.03 112.77  0.90 0  7.40  0.08 2.00 0.05
 36478  149218181  7.1  3.98 0.03  31.40  0.61 1 11.71  0.29 1.39 0.09
 36480  141153880  7.3  2.74 0.02  20.90  0.33 0 16.44  0.36 1.83 0.10
 36491  382244840  7.7  4.03 0.03  32.95  1.99 1 11.98  0.75 1.53 0.28
 36532  141156018  6.9  8.08 0.07  94.96  1.21 1  8.59  0.18 2.27 0.12
 36623  141155264  8.2  3.83 0.04  34.98  0.37 1 14.08  0.33 2.25 0.12
