33456  55271900   4756 102 -0.08 0.34 10.89 0.33 1.31 0.10 5
33475  381949876  4286  86 -0.19 0.19 33.09 3.03 2.76 0.68 5
33477  30936634   4848 110 -0.48 0.32  9.05 0.34 1.19 0.10 5
33516  55294535   4683 114  0.01 0.26 12.49 0.41 1.48 0.13 5
33616  55290553   4727 123 -0.01 0.25 10.95 0.36 1.17 0.11 5
33652  140889281  4878 152 -0.31 0.30 12.39 0.42 2.68 0.23 5
33700  55297687   4594  92                                 6
33701  260972290  4612 108  0.20 0.15 11.90 0.38 1.19 0.09 5
33718  55297320   4622  92  0.01 0.05 11.53 0.32 1.06 0.08 1
33745  31016743   4665  93 -0.05 0.05  9.13 0.24 1.30 0.08 1
33746  140890028  4883  98 -0.72 0.10 10.89 0.42 1.33 0.14 4
33850  381978020  4170  83  0.50 0.05 20.51 0.88 1.63 0.18 5
33895  55366779   4472  89 -0.21 0.24 16.23 0.74 1.26 0.15 5
33923  31265556   4638 106 -0.18 0.25 13.69 0.44 1.35 0.11 5
34016  55384211   4294  86 -0.08 0.25 20.71 1.15 1.25 0.18 5
34037  55389898   5025 100 -0.43 0.05 11.15 0.42 1.68 0.15 1
34074  55384747   4755 106 -0.18 0.26 11.40 0.31 1.55 0.11 5
34107  257691173  4993 100 -0.60 0.05  6.03 0.17 1.09 0.08 5
34168  358401812  4521  90 -0.49 0.10 10.52 0.24 1.46 0.09 4
34276  40513974   5180 104 -0.78 0.62 10.03 0.33 1.68 0.13 5
34287  140942435  4832 101 -0.29 0.24 10.34 0.43 1.22 0.14 5
34348  219402363  4839  97 -0.41 0.10 11.68 0.31 2.12 0.15 4
34396  364303107  4749  95  0.17 0.05 12.14 0.50 1.95 0.23 1
34461  231742691  4772  95 -0.10 0.05  8.54 0.18 1.54 0.08 1
34541  219406884  4554  91  0.09 0.10 18.42 0.89 2.17 0.28 4
34612  309615065  4705  94  0.24 0.05 11.83 0.43 1.95 0.20 1
34633  140946106  4570  92 -0.38 0.19 16.30 1.12 1.29 0.24 5
34665  376985024  4828 125 -0.11 0.19 10.53 0.39 1.52 0.13 5
34711  231801477  4605  92 -0.50 0.10  8.07 0.15 1.09 0.05 4
34821  309617919  4610 115 -0.10 0.22 12.89 0.41 1.61 0.14 5
34851  140997423  4670 110  0.10 0.10  6.56 0.15 1.49 0.09 3
34901  140997242  4545  91  0.22 0.10  8.25 0.26 1.08 0.09 4
34914  382043962  5027 101 -0.39 0.06 13.71 0.47 4.20 0.34 5
34915  309657663  4467  89 -0.47 0.10 17.48 0.56 1.24 0.11 4
34916  40805216   4562 129 -0.20 0.21 15.43 0.44 1.52 0.11 5
34942  309656476  4734  95 -0.02 0.05  9.96 0.28 0.98 0.08 1
34944  40893999   4859 143 -0.29 0.20 11.25 0.40 1.36 0.12 5
34971  382067256  4948  99                                 6
34984  382066571  4729 100 -0.08 0.16 11.29 0.33 1.31 0.09 5
35048  382066578  4861 138 -0.29 0.28 11.40 0.42 1.36 0.12 5
35107  141025327  4842 142 -0.19 0.20 11.34 0.38 1.56 0.14 5
35167  309755356  4918  98 -0.47 0.05 11.11 0.25 0.97 0.06 1
35230  179213412                                           7
35310  377017561  4638  93 -0.23 0.10  8.96 0.19 1.25 0.07 4
35391  376987597  4755  95 -0.45 0.10  8.21 0.22 1.05 0.07 4
35403  309790820  5151 112 -0.50 0.24  9.91 0.46 2.58 0.31 5
35418  382145418  4657 135 -0.58 0.30 14.44 0.48 1.78 0.15 5
35461  179440604  4725 140 -0.87 0.26 17.51 0.65 1.43 0.14 5
35537  309790037  4879 106 -0.28 0.18 10.51 0.35 1.54 0.14 5
35569  141092369  4692  94 -0.86 0.10 11.70 0.32 1.09 0.07 4
35581  141093693  4296 116 -0.38 0.24 29.22 1.47 1.41 0.15 5
35703  382156624  5078 119 -0.23 0.45  4.83 0.16 1.41 0.11 5
35704  179445887  4539  91 -0.61 0.10 16.04 0.57 1.03 0.09 4
35705  179371283  4940 135 -0.30 0.23 10.65 0.30 1.44 0.11 5
35757  149105655  4874  97                                 6
35844  382188399  5061 101                                 6
35905  179638714  5606 112 -1.10 0.08 10.66 0.24 2.37 0.13 5
35936  149121385  4604 102 -0.31 0.26 12.49 0.76 1.75 0.31 5
35950  391949122  4771 110 -0.29 0.15  8.87 0.28 1.06 0.08 5
36061  149155393  4401  88  0.48 0.30 29.94 2.72 2.37 0.58 5
36096  382189517  4886  98 -0.10 0.39  9.42 0.29 2.07 0.15 5
36189  382198789  5026 101 -0.04 0.07 20.17 1.00 2.86 0.37 2
36207  373604254  5178 175 -0.66 0.24 14.58 1.05 1.92 0.37 5
36277  373604714  5307 106 -0.72 0.79  7.16 0.20 1.80 0.12 5
36478  149218181  4688  94 -0.31 0.10 10.46 0.30 1.00 0.08 4
36480  141153880  4592  97 -0.39 0.21 13.66 0.39 1.13 0.08 5
36491  382244840  4693  94                                 6
36532  141156018  5103 133 -0.20 0.28  8.19 0.23 1.94 0.14 5
36623  141155264  4892 108 -0.28 0.17 13.06 0.38 1.78 0.12 5
36637  141182908  4993 100                                 6
36650  373915385  4696  94 -0.33 0.10 11.08 0.33 1.21 0.09 4
36660  149219284  4980 100 -0.04 0.10  6.95 0.18 1.69 0.11 4
36687  382259475  4992 100 -0.09 0.05 10.02 0.27 2.11 0.15 1
36688  149219241  4907  98                                 6
36736  382260143  4881 104 -0.21 0.20  9.94 0.35 1.14 0.09 5
36753  141154669  4800  96 -0.53 0.10 10.33 0.36 1.40 0.13 4
36791  141211326  4620 110 -0.10 0.10 11.01 0.32 1.24 0.09 3
36805  287299444  4568 113 -0.36 0.28 23.45 1.22 2.18 0.30 5
36816  382259605  4804  96 -0.52 0.10 10.74 0.41 1.10 0.10 4
37048  382267999  4789 102 -0.30 0.29 12.05 0.37 1.34 0.10 5
37167  149301860  4875 100 -0.27 0.17 11.21 0.33 1.36 0.11 5
37180  391820418  5012 111 -0.09 0.23 10.97 0.50 1.29 0.15 5
37181  391823977  4607  92 -0.39 0.10 11.00 0.27 1.55 0.10 4
37193  382302953  4792 110 -0.18 0.17 10.50 0.34 1.09 0.10 5
37196  407636552  5022 139 -0.68 0.26  8.32 0.29 1.69 0.15 5
37297  149304313  4760 110 -0.10 0.10  9.28 0.24 1.40 0.09 3
37336  149347534  4841  97 -0.73 0.10 11.82 0.39 1.33 0.10 4
37364  149304723  4684  94  0.15 0.05 10.18 0.36 1.09 0.11 1
37501  149347992  5132 103 -0.17 0.09  7.34 0.22 2.74 0.20 2
37630  149390710  5070 140 -0.30 0.37  3.04 0.14 0.92 0.11 5
37729  350335464  4912 122 -0.22 0.18 10.25 0.32 1.20 0.10 5
37762  276939371  4619  92 -0.21 0.10 10.43 0.41 0.96 0.11 4
37763  141280255  4728 208  0.34 0.05  5.20 0.24 1.23 0.14 2
37782  350342371  4878 122 -0.19 0.20 11.31 0.41 1.49 0.14 5
37816  141280442  4646  93  0.03 0.05  9.42 0.20 1.29 0.07 1
37878  276946045  5209 104                                 6
37994  141280973  4794  96 -0.03 0.05 10.98 0.35 1.53 0.13 1
38042  350344761  4835 116 -0.21 0.18 10.42 0.36 1.36 0.12 5
38124  141410248  4919  98 -0.22 0.05 10.64 0.25 1.39 0.08 1
38175  141410478  4820 103 -0.18 0.16 11.47 0.35 1.48 0.11 5
38317  350443833  4432  89 -0.44 0.10 19.27 0.71 1.34 0.12 4
38328  350442988  4787  96 -0.29 0.16  9.03 0.26 1.62 0.12 5
38330  277185072  5129 103 -0.10 0.05  9.02 0.29 2.23 0.20 1
38331  141412181  4868  97 -0.20 0.16 10.36 0.30 1.20 0.09 5
38332  141413219  4735  95                                 6
38345  277289695  5507 110                                 6
38398  141413025  4761  95 -0.07 0.17 11.41 0.30 1.74 0.11 5
38473  141422621  5102 102 -0.56 0.15 10.08 0.38 2.05 0.20 5
38541  261107827  4846 108 -0.29 0.20  9.91 0.42 0.91 0.11 5
38601  141427823  4713 113 -0.00 0.20 11.83 0.34 1.75 0.13 5
38727  404932426                                           7
38875  261108256  4665 121  0.01 0.30  9.08 0.29 1.15 0.09 5
38942  389434483  5236 201 -0.68 0.21 12.01 0.54 2.68 0.29 5
39016  261138245  5086 143 -0.20 0.35  9.10 0.26 2.27 0.17 5
39245  364591584  5019 124 -0.47 0.24 10.18 0.42 1.13 0.13 5
39246  370227522  4731  95                                 6
39281  270578346  4830 120  0.13 0.09  4.58 0.13 1.25 0.09 2
39336  270627594  5288 106 -0.79 0.19  2.90 0.20 1.04 0.21 5
39389  392012013  4718  94 -0.36 0.34 13.44 0.53 1.63 0.17 5
39446  149601500  4515 109 -0.21 0.22 19.25 0.95 1.91 0.21 5
39505  149601804  4746  98 -0.09 0.15  6.73 0.16 1.39 0.08 5
39506  141471522  4522  90 -0.48 0.10 20.28 0.56 2.11 0.14 4
39523  350619228  4667 120  0.15 0.10 10.41 0.33 1.21 0.10 2
39547  270676778  5392 108                                 6
39567  149625947  4513  90  0.51 0.05 12.07 0.37 1.49 0.12 5
39577  350622996  4809 125 -0.21 0.17 10.15 0.42 1.78 0.21 5
39640  270678026  4891  98 -0.12 0.05 10.26 0.25 1.59 0.11 2
39779  141472806  4630  93                                 6
39810  141482069  4740  95  0.00 0.10 10.52 0.22 1.41 0.08 3
39859  389795281  4594  92 -0.20 0.10 10.57 0.23 1.56 0.09 4
39919  350656312  4758 122 -0.00 0.21 11.55 0.34 1.51 0.11 5
39963  364322720  5252 105                                 6
39976  452377786  5092 102 -0.42 0.16  5.19 0.16 1.43 0.12 5
39980  389801918  4645 101 -0.09 0.30 17.23 0.59 1.66 0.15 5
40032  389870267  5244 105                                 6
40106  149902966  4790  96 -0.04 0.05 10.94 0.25 1.36 0.08 1
